time,sale
1485223200000,16.86978355
1485230400000,18.01294074
1485237600000,17.11412461
1485244800000,20.25668006
1485252000000,19.5788226
1485302400000,19.17528187
1485309600000,24.43142939
1485316800000,20.13978025
1485324000000,17.77232957
1485331200000,24.811305
1485338400000,21.31414749
1485388800000,16.74379185
1485396000000,21.55687796
1485403200000,17.77228107
1485410400000,24.7382364
1485417600000,15.0530515
1485424800000,16.11431139
1485475200000,23.04616293
1485482400000,22.94915593
1485489600000,19.50503895
1485496800000,23.449808
1485504000000,20.72595577
1485511200000,15.54297196
1485561600000,24.5084371
1485568800000,22.40003352
1485576000000,22.11251847
1485583200000,16.80831214
1485590400000,15.12885899
1485597600000,15.46980295
1485648000000,23.7921907
1485655200000,21.97669341
1485662400000,18.58829737
1485669600000,24.23949897
1485676800000,22.78159084
1485684000000,17.48382346
1485734400000,15.00755645
1485741600000,17.3218235
1485748800000,15.64638427
1485756000000,21.8620537
1485763200000,20.16663065
1485770400000,16.14528757
1485820800000,15.87777405
1485828000000,23.46423732
1485835200000,23.9661954
1485842400000,24.20317412
1485849600000,16.74992099
1485856800000,24.86183349
1485907200000,19.62407198
1485914400000,20.89156415
1485921600000,20.20070175
1485928800000,17.08895147
1485936000000,17.95756683
1485943200000,16.23463611
1485993600000,23.44301614
1486000800000,20.62750954
1486008000000,23.15740673
1486015200000,17.45566559
1486022400000,20.31751351
1486029600000,17.09975915
1486080000000,24.31074186
1486087200000,23.19895587
1486094400000,18.3779667
1486101600000,20.44691061
1486108800000,23.77327593
1486116000000,16.76886344
1486166400000,20.52789258
1486173600000,24.08040101
1486180800000,24.30076248
1486188000000,23.44103461
1486195200000,16.34257377
1486202400000,15.94494397
1486252800000,18.95249721
1486260000000,15.14685237
1486267200000,22.99306493
1486274400000,22.86900389
1486281600000,21.98000482
1486288800000,20.69789984
1486339200000,20.31838502
1486346400000,19.83532442
1486353600000,21.65825575
1486360800000,22.85201794
1486368000000,18.74249428
1486375200000,20.59515272
1486425600000,24.07338739
1486432800000,24.46979497
1486440000000,23.19553459
1486447200000,19.65332714
1486454400000,20.25005381
1486461600000,24.77009658
1486512000000,20.97421537
1486519200000,22.0673961
1486526400000,17.68315335
1486533600000,23.26550475
1486540800000,16.56410472
1486548000000,16.73246707
1486598400000,21.3328422
1486605600000,23.34330648
1486612800000,21.84698848
1486620000000,20.86448921
1486627200000,18.44836561
1486634400000,19.65493128
1486684800000,15.82933881
1486692000000,18.24819391
1486699200000,16.20539319
1486706400000,23.4865097
1486713600000,24.05333643
1486720800000,21.48193299
1486771200000,21.07317489
1486778400000,18.10548337
1486785600000,24.18976946
1486792800000,18.93016657
1486800000000,24.07198054
1486807200000,21.71296967
1486857600000,20.9625307
1486864800000,20.38537402
1486872000000,16.63792581
1486879200000,19.07884266
1486886400000,20.51732517
1486893600000,21.54466944
1486944000000,17.68142642
1486951200000,24.19626548
1486958400000,21.62258305
1486965600000,16.32242771
1486972800000,23.60716258
1486980000000,15.36466653
1487030400000,18.67847589
1487037600000,17.7487332
1487044800000,19.55758099
1487052000000,20.99492555
1487059200000,19.41031074
1487066400000,22.74448683
1487116800000,21.94859518
1487124000000,19.12779405
1487131200000,18.33548152
1487138400000,23.4175203
1487145600000,19.48529241
1487152800000,16.16634545
1487203200000,15.61853448
1487210400000,17.69007676
1487217600000,22.27709089
1487224800000,20.64551427
1487232000000,19.76680588
1487239200000,15.04654264
1487289600000,16.41593468
1487296800000,15.99654731
1487304000000,21.76947349
1487311200000,18.98132249
1487318400000,24.43775332
1487325600000,22.21145996
1487376000000,17.74575762
1487383200000,16.33026786
1487390400000,20.45655324
1487397600000,20.07234939
1487404800000,16.94339819
1487412000000,15.08508778
1487462400000,22.44214993
1487469600000,23.18269142
1487476800000,22.01642129
1487484000000,16.51868147
1487491200000,23.10668984
1487498400000,22.42250359
1487548800000,18.91160527
1487556000000,24.49035025
1487563200000,15.17175118
1487570400000,24.64652988
1487577600000,24.4059411
1487584800000,24.65336497
1487635200000,16.40695288
1487642400000,22.4543658
1487649600000,20.36277605
1487656800000,18.95337301
1487664000000,24.76264546
1487671200000,24.68370509
1487721600000,15.11221969
1487728800000,16.28465343
1487736000000,24.16339132
1487743200000,17.91266122
1487750400000,24.0117807
1487757600000,18.46223818
1487808000000,17.08559005
1487815200000,17.70437764
1487822400000,23.20609458
1487829600000,21.7714347
1487836800000,20.9117382
1487844000000,24.58690631
1487894400000,22.87999271
1487901600000,18.2723028
1487908800000,21.2354607
1487916000000,23.83360289
1487923200000,18.88705405
1487930400000,17.76515151
1487980800000,16.7855836
1487988000000,19.99405097
1487995200000,24.53617221
1488002400000,20.86413865
1488009600000,17.44416521
1488016800000,16.82279138
1488067200000,17.53155679
1488074400000,15.97957188
1488081600000,18.95254176
1488088800000,20.76290227
1488096000000,20.58698651
1488103200000,18.17552273
1488153600000,15.33107925
1488160800000,21.46373675
1488168000000,18.07301484
1488175200000,15.8478878
1488182400000,22.78247366
1488189600000,15.94689447
1488240000000,15.20622304
1488247200000,21.95903557
1488254400000,16.90507064
1488261600000,23.98176736
1488268800000,20.75250567
1488276000000,20.16870579
1488326400000,22.27820546
1488333600000,22.22628039
1488340800000,24.08096259
1488348000000,19.76267707
1488355200000,22.29591554
1488362400000,21.72731095
1488412800000,15.14702096
1488420000000,16.77232095
1488427200000,19.14452955
1488434400000,18.20811222
1488441600000,21.20576628
1488448800000,21.87553082
1488499200000,17.58873335
1488506400000,21.13510033
1488513600000,18.23599358
1488520800000,16.18460846
1488528000000,19.60874316
1488535200000,20.67229031
1488585600000,18.72054231
1488592800000,21.33625619
1488600000000,15.5540876
1488607200000,19.38455892
1488614400000,22.71619715
1488621600000,17.65350923
1488672000000,17.56561761
1488679200000,18.76994221
1488686400000,18.30134644
1488693600000,24.02772378
1488700800000,16.94818007
1488708000000,24.30779615
1488758400000,16.79964913
1488765600000,15.86858151
1488772800000,22.81115194
1488780000000,19.3600407
1488787200000,21.46898356
1488794400000,18.02671686
1488844800000,22.74130369
1488852000000,15.22559458
1488859200000,24.44846256
1488866400000,15.46270493
1488873600000,17.53222062
1488880800000,21.92350603
1488931200000,15.6723149
1488938400000,15.61779583
1488945600000,21.06677954
1488952800000,21.86816467
1488960000000,19.18795174
1488967200000,22.93591944
1489017600000,23.33394263
1489024800000,16.50038052
1489032000000,16.85655043
1489039200000,17.79312431
1489046400000,19.25839732
1489053600000,24.15100239
1489104000000,16.76800258
1489111200000,19.20975539
1489118400000,18.53133285
1489125600000,15.93913517
1489132800000,23.86809063
1489140000000,23.15231985
1489190400000,21.95291748
1489197600000,15.34491345
1489204800000,23.27427316
1489212000000,15.97612041
1489219200000,17.93179624
1489226400000,16.24717397
1489276800000,22.54747473
1489284000000,15.61639238
1489291200000,18.7342009
1489298400000,23.67926213
1489305600000,17.79078574
1489312800000,21.5048037
1489363200000,19.83503147
1489370400000,21.33159706
1489377600000,19.86200713
1489384800000,17.86983107
1489392000000,17.2955248
1489399200000,19.91751337
1489449600000,21.21547273
1489456800000,24.07366117
1489464000000,17.47690342
1489471200000,20.91928415
1489478400000,20.92961465
1489485600000,19.94490285
1489536000000,20.59665244
1489543200000,20.94412472
1489550400000,15.33023918
1489557600000,23.68554483
1489564800000,24.64384731
1489572000000,22.94536256
1489622400000,24.28550429
1489629600000,24.86222658
1489636800000,18.99221345
1489644000000,21.90185502
1489651200000,18.72710465
1489658400000,15.23603599
1489708800000,17.68436849
1489716000000,24.19912106
1489723200000,23.24317995
1489730400000,15.7416834
1489737600000,20.80796294
1489744800000,21.91854989
1489795200000,18.69198709
1489802400000,18.79604802
1489809600000,18.64419916
1489816800000,15.51643344
1489824000000,23.70138277
1489831200000,21.29772639
1489881600000,17.34147663
1489888800000,20.96246779
1489896000000,20.6476891
1489903200000,15.17335939
1489910400000,16.75167427
1489917600000,20.30775182
1489968000000,21.24851645
1489975200000,19.13315209
1489982400000,20.76384865
1489989600000,17.86520775
1489996800000,19.25765285
1490004000000,17.41713964
1490054400000,17.97989067
1490061600000,17.71073502
1490068800000,22.91612088
1490076000000,18.74539735
1490083200000,15.89895149
1490090400000,22.05130245
1490140800000,17.79204324
1490148000000,21.42953096
1490155200000,24.91220977
1490162400000,24.15657225
1490169600000,21.43295472
1490176800000,18.65942177
1490227200000,19.35682333
1490234400000,24.01354003
1490241600000,24.8577224
1490248800000,21.3483484
1490256000000,21.63766883
1490263200000,19.63906737
1490313600000,22.33125355
1490320800000,24.60123998
1490328000000,21.99774292
1490335200000,22.07307404
1490342400000,20.09367831
1490349600000,17.86496098
1490400000000,20.9028605
1490407200000,17.47554225
1490414400000,16.75671997
1490421600000,18.12616709
1490428800000,23.20355513
1490436000000,15.46338694
1490486400000,22.93347061
1490493600000,20.14141438
1490500800000,23.24684615
1490508000000,18.84862446
1490515200000,15.33381504
1490522400000,17.61583674
1490572800000,17.93281136
1490580000000,16.27716944
1490587200000,21.03625498
1490594400000,24.49086155
1490601600000,20.34566183
1490608800000,15.91798288
1490659200000,20.93790633
1490666400000,16.05805661
1490673600000,20.03628443
1490680800000,15.31517511
1490688000000,17.48794948
1490695200000,15.48535938
1490745600000,17.29298426
1490752800000,19.79106983
1490760000000,20.72584251
1490767200000,22.52356414
1490774400000,17.80942261
1490781600000,19.37611711
1490832000000,18.37410478
1490839200000,17.65509776
1490846400000,21.04351355
1490853600000,22.14193652
1490860800000,20.27651114
1490868000000,16.75374331
1490918400000,20.25830485
1490925600000,20.02666678
1490932800000,24.82604046
1490940000000,18.44312066
1490947200000,24.74564073
1490954400000,21.76718007
1491004800000,17.97823744
1491012000000,16.19203673
1491019200000,16.40110216
1491026400000,23.77621276
1491033600000,20.4794557
1491040800000,24.13254289
1491091200000,16.65871701
1491098400000,18.37028865
1491105600000,19.67915286
1491112800000,17.91145871
1491120000000,19.31776431
1491127200000,20.89731824
1491177600000,17.85862237
1491184800000,23.34839395
1491192000000,16.56331198
1491199200000,24.04766362
1491206400000,20.36746275
1491213600000,15.38692365
1491264000000,15.38369741
1491271200000,21.75169208
1491278400000,22.53983869
1491285600000,21.80520013
1491292800000,23.22428051
1491300000000,18.30806315
1491350400000,23.45470081
1491357600000,16.07437115
1491364800000,22.54463474
1491372000000,15.17071688
1491379200000,20.13401697
1491386400000,17.52184477
1491436800000,22.79998626
1491444000000,23.36117603
1491451200000,23.20471327
1491458400000,22.27871742
1491465600000,22.20560727
1491472800000,17.45129335
1491523200000,17.79416036
1491530400000,21.62543101
1491537600000,15.79325707
1491544800000,17.85258771
1491552000000,21.48568177
1491559200000,15.29700708
1491609600000,20.73165468
1491616800000,21.75182987
1491624000000,24.52970257
1491631200000,16.06895841
1491638400000,24.65835974
1491645600000,19.44855397
1491696000000,16.18779685
1491703200000,18.51725378
1491710400000,17.85832751
1491717600000,22.07868775
1491724800000,15.08103019
1491732000000,19.23046927
1491782400000,15.52479427
1491789600000,18.74950729
1491796800000,20.72064271
1491804000000,17.94953242
1491811200000,22.05104074
1491818400000,15.96464155
1491868800000,18.01824569
1491876000000,19.12022601
1491883200000,15.32697212
1491890400000,19.88386272
1491897600000,16.50435741
1491904800000,21.1658841
1491955200000,15.35234245
1491962400000,22.44091969
1491969600000,21.22823846
1491976800000,16.42248414
1491984000000,18.12884228
1491991200000,15.63368289
1492041600000,22.86862776
1492048800000,18.12559633
1492056000000,22.75616153
1492063200000,24.40438616
1492070400000,20.45412278
1492077600000,22.09842282
1492128000000,16.93252444
1492135200000,17.44376763
1492142400000,21.27358672
1492149600000,19.86242431
1492156800000,23.64809311
1492164000000,16.98142646
1492214400000,19.05110698
1492221600000,16.77679446
1492228800000,19.76001427
1492236000000,23.16572694
1492243200000,23.26666954
1492250400000,23.51031071
1492300800000,15.35078885
1492308000000,15.99009969
1492315200000,19.62285481
1492322400000,21.65885608
1492329600000,21.29702207
1492336800000,17.88860268
1492387200000,24.08949773
1492394400000,24.64416904
1492401600000,21.31351018
1492408800000,23.10212093
1492416000000,20.70240424
1492423200000,23.16414692
1492473600000,23.88800812
1492480800000,15.70760156
1492488000000,16.34884583
1492495200000,20.41229475
1492502400000,18.98491065
1492509600000,16.80623354
1492560000000,24.14170256
1492567200000,16.04367217
1492574400000,24.17147665
1492581600000,22.78249904
1492588800000,20.66576181
1492596000000,19.43696374
1492646400000,24.90810751
1492653600000,20.77453696
1492660800000,21.37382298
1492668000000,22.18705651
1492675200000,24.14459119
1492682400000,24.53727966
1492732800000,22.71689603
1492740000000,16.95978085
1492747200000,17.07710584
1492754400000,23.73333047
1492761600000,19.21192495
1492768800000,24.85022997
1492819200000,17.94617327
1492826400000,22.35257624
1492833600000,18.58210696
1492840800000,16.208344
1492848000000,17.09363869
1492855200000,17.44003599
1492905600000,18.3490187
1492912800000,20.53020891
1492920000000,18.14714848
1492927200000,17.60246717
1492934400000,22.81240195
1492941600000,19.46078259
1492992000000,17.16348306
1492999200000,21.86776342
1493006400000,20.22259992
1493013600000,23.21353367
1493020800000,17.83749909
1493028000000,23.38719836
1493078400000,16.1322795
1493085600000,24.7847347
1493092800000,19.47131741
1493100000000,19.19907821
1493107200000,20.40821276
1493114400000,18.22492616
1493164800000,17.29879166
1493172000000,16.81338952
1493179200000,22.19053079
1493186400000,16.92732617
1493193600000,17.97318079
1493200800000,20.7305374
1493251200000,19.20600799
1493258400000,15.40273017
1493265600000,16.551334
1493272800000,17.17328935
1493280000000,15.27356836
1493287200000,23.33271152
1493337600000,15.14559761
1493344800000,23.28955376
1493352000000,22.5843557
1493359200000,23.82769481
1493366400000,17.56503216
1493373600000,17.87463921
1493424000000,23.39533945
1493431200000,18.76374329
1493438400000,18.73043
1493445600000,24.26515229
1493452800000,19.14457717
1493460000000,22.83166763
1493510400000,22.42300421
1493517600000,22.47271279
1493524800000,23.67789088
1493532000000,24.50432645
1493539200000,16.01451911
1493546400000,16.85417911
1493596800000,21.27085567
1493604000000,16.51275527
1493611200000,16.2270155
1493618400000,17.65608722
1493625600000,19.43664311
1493632800000,20.61902768
1493683200000,15.68318043
1493690400000,19.62452982
1493697600000,21.12939256
1493704800000,21.48351755
1493712000000,16.0337987
1493719200000,18.53771477
1493769600000,20.88444175
1493776800000,22.24649469
1493784000000,19.78661338
1493791200000,16.99695367
1493798400000,24.68086726
1493805600000,20.07875574
1493856000000,19.61131868
1493863200000,24.10285466
1493870400000,23.86844438
1493877600000,23.40325353
1493884800000,20.85828817
1493892000000,19.7470022
1493942400000,19.3702663
1493949600000,23.74945822
1493956800000,20.30404735
1493964000000,23.1654266
1493971200000,23.5539056
1493978400000,24.27444404
1494028800000,21.72437354
1494036000000,17.12867992
1494043200000,23.65814298
1494050400000,23.86946659
1494057600000,16.79631003
1494064800000,23.68435052
1494115200000,22.46892695
1494122400000,20.46805583
1494129600000,18.04326605
1494136800000,24.72136324
1494144000000,19.05737039
1494151200000,19.68142209
1494201600000,19.06276323
1494208800000,20.79143326
1494216000000,24.824229
1494223200000,15.20922808
1494230400000,16.11428524
1494237600000,24.60154663
1494288000000,17.8394491
1494295200000,15.60855894
1494302400000,24.29507212
1494309600000,21.38236769
1494316800000,21.52201061
1494324000000,17.95117477
1494374400000,20.99459643
1494381600000,16.94098205
1494388800000,22.0744341
1494396000000,22.65890376
1494403200000,19.09384455
1494410400000,15.62240171
1494460800000,22.7679585
1494468000000,15.37929951
1494475200000,22.46342195
1494482400000,24.63277236
1494489600000,22.16854181
1494496800000,21.14844472
1494547200000,16.71488638
1494554400000,18.21824526
1494561600000,17.70046837
1494568800000,23.28506047
1494576000000,18.87260742
1494583200000,15.04697983
1494633600000,15.56350067
1494640800000,24.46983315
1494648000000,20.65884185
1494655200000,24.80777349
1494662400000,22.95113919
1494669600000,20.2861485
1494720000000,21.42260072
1494727200000,15.51731518
1494734400000,18.76170687
1494741600000,16.13317957
1494748800000,18.39327941
1494756000000,21.31909085
1494806400000,24.55060677
1494813600000,16.86954272
1494820800000,23.90291012
1494828000000,21.66046789
1494835200000,18.34124883
1494842400000,24.80550772
1494892800000,21.49628637
1494900000000,16.65051842
1494907200000,20.09377512
1494914400000,15.73400223
1494921600000,15.43610174
1494928800000,20.12964065
1494979200000,19.12486205
1494986400000,24.57542754
1494993600000,21.01063461
1495000800000,21.52306607
1495008000000,20.57850954
1495015200000,21.90856133
1495065600000,16.2643997
1495072800000,19.90384951
1495080000000,20.16687634
1495087200000,20.16959063
1495094400000,19.2975813
1495101600000,18.85695251
1495152000000,23.83185489
1495159200000,23.62358627
1495166400000,19.11795084
1495173600000,18.71455496
1495180800000,21.72222121
1495188000000,19.34749018
1495238400000,22.17936365
1495245600000,23.52373565
1495252800000,23.93784101
1495260000000,17.41095923
1495267200000,21.20381794
1495274400000,23.71118315
1495324800000,18.86154545
1495332000000,17.20116894
1495339200000,17.65945485
1495346400000,21.82561627
1495353600000,23.58093646
1495360800000,23.40995003
1495411200000,24.35476222
1495418400000,17.96710104
1495425600000,19.89652155
1495432800000,19.58639566
1495440000000,20.00964051
1495447200000,23.5534767
1495497600000,18.71921528
1495504800000,19.35533917
1495512000000,23.3768787
1495519200000,16.92760954
1495526400000,20.27939059
1495533600000,15.41187537
1495584000000,20.51297725
1495591200000,21.97521725
1495598400000,17.50129734
1495605600000,24.22435417
1495612800000,15.13514656
1495620000000,21.40151449
1495670400000,15.14081333
1495677600000,20.0130523
1495684800000,18.65170072
1495692000000,19.60595306
1495699200000,17.8411259
1495706400000,15.01898177
1495756800000,23.4159565
1495764000000,16.19783981
1495771200000,16.13009036
1495778400000,24.33707225
1495785600000,20.02913866
1495792800000,20.11163415
1495843200000,20.56464533
1495850400000,22.66021938
1495857600000,17.10567965
1495864800000,16.00924437
1495872000000,20.72181177
1495879200000,17.16546349
1495929600000,19.81469937
1495936800000,19.19765033
1495944000000,17.54243861
1495951200000,15.47082641
1495958400000,21.72433632
1495965600000,22.64370646
1496016000000,24.65300025
1496023200000,20.10109923
1496030400000,23.0009904
1496037600000,19.83398408
1496044800000,16.72239243
1496052000000,21.22313975
1496102400000,16.85343373
1496109600000,20.20603584
1496116800000,20.65481141
1496124000000,17.54600627
1496131200000,15.262135
1496138400000,19.6684743
1496188800000,18.47644607
1496196000000,21.22851489
1496203200000,24.49702699
1496210400000,17.33077844
1496217600000,19.14284869
1496224800000,16.39658013
1496275200000,20.70234862
1496282400000,20.97975175
1496289600000,20.1754916
1496296800000,22.4449562
1496304000000,15.91507304
1496311200000,18.06807502
1496361600000,19.03016319
1496368800000,22.68277034
1496376000000,15.28383337
1496383200000,16.02141123
1496390400000,18.40648597
1496397600000,16.07949731
1496448000000,16.96813638
1496455200000,15.52403591
1496462400000,19.32699416
1496469600000,24.87779667
1496476800000,17.22306038
1496484000000,23.10898071
1496534400000,20.74583578
1496541600000,23.66189485
1496548800000,24.51250918
1496556000000,24.85719594
1496563200000,24.6913148
1496570400000,16.10496214
1496620800000,18.14449504
1496628000000,21.30125127
1496635200000,21.50312143
1496642400000,24.0662002
1496649600000,18.88480978
1496656800000,24.73260995
1496707200000,20.59424808
1496714400000,19.96812144
1496721600000,21.28083302
1496728800000,24.02752913
1496736000000,18.34921879
1496743200000,17.45676635
1496793600000,20.01512081
1496800800000,18.83515201
1496808000000,16.26441153
1496815200000,17.23236998
1496822400000,15.50880595
1496829600000,24.51237417
1496880000000,19.2428834
1496887200000,24.63525845
1496894400000,17.20772999
1496901600000,21.54358332
1496908800000,16.07525633
1496916000000,23.08151481
1496966400000,16.5096235
1496973600000,18.34938546
1496980800000,21.56985925
1496988000000,22.76522713
1496995200000,15.12853576
1497002400000,24.36694673
1497052800000,22.53946148
1497060000000,17.17889099
1497067200000,18.84310863
1497074400000,21.07559712
1497081600000,17.90857521
1497088800000,20.95080735
1497139200000,21.0381806
1497146400000,22.24485486
1497153600000,16.574446
1497160800000,21.25808376
1497168000000,15.22459406
1497175200000,21.09804838
1497225600000,15.33648791
1497232800000,21.64610603
1497240000000,20.8099748
1497247200000,21.3132302
1497254400000,23.20306254
1497261600000,21.47012237
1497312000000,21.79363819
1497319200000,20.82408593
1497326400000,17.69114129
1497333600000,16.37184026
1497340800000,23.77167138
1497348000000,22.23706479
1497398400000,23.3535332
1497405600000,15.21370404
1497412800000,20.66362686
1497420000000,21.34696855
1497427200000,22.69999578
1497434400000,16.71578988
1497484800000,18.9101585
1497492000000,15.7117557
1497499200000,24.922692
1497506400000,24.67501431
1497513600000,23.54131879
1497520800000,18.53832749
1497571200000,18.39309719
1497578400000,24.09362516
1497585600000,17.47812639
1497592800000,19.23458447
1497600000000,18.76659437
1497607200000,21.80370338
1497657600000,22.70540302
1497664800000,20.8990533
1497672000000,15.71264518
1497679200000,24.24667351
1497686400000,19.54177676
1497693600000,16.74790009
1497744000000,17.78255838
1497751200000,21.95158394
1497758400000,18.13312414
1497765600000,22.02016564
1497772800000,16.73352141
1497780000000,24.95318683
1497830400000,24.5086337
1497837600000,15.2555673
1497844800000,19.74669883
1497852000000,15.90060888
1497859200000,22.06404447
1497866400000,23.00523288
1497916800000,20.4088449
1497924000000,17.92967276
1497931200000,18.17452013
1497938400000,15.01424651
1497945600000,17.07101625
1497952800000,22.50669531
1498003200000,24.78999971
1498010400000,22.70590001
1498017600000,20.25461138
1498024800000,18.39885063
1498032000000,21.32876007
1498039200000,22.40106239
1498089600000,19.14410519
1498096800000,16.68595565
1498104000000,17.96031603
1498111200000,16.12209078
1498118400000,20.88748546
1498125600000,18.30079834
1498176000000,17.45667407
1498183200000,17.05922873
1498190400000,15.41954292
1498197600000,19.96989774
1498204800000,24.19134669
1498212000000,23.8184453
1498262400000,22.829801
1498269600000,21.62384713
1498276800000,19.57842435
1498284000000,17.42319028
1498291200000,19.91601979
1498298400000,23.35615839
1498348800000,24.269393
1498356000000,17.70855471
1498363200000,17.49583906
1498370400000,22.83179304
1498377600000,18.7632762
1498384800000,21.22483992
1498435200000,20.29327812
1498442400000,24.6813299
1498449600000,15.73607114
1498456800000,21.05855598
1498464000000,16.77344058
1498471200000,21.86398172
1498521600000,19.35833719
1498528800000,20.08238308
1498536000000,17.16791684
1498543200000,15.2424459
1498550400000,19.14518905
1498557600000,23.06165121
1498608000000,24.1150199
1498615200000,21.68483249
1498622400000,18.47083522
1498629600000,19.77340104
1498636800000,21.83312694
1498644000000,22.89368463
1498694400000,20.78019241
1498701600000,20.8351104
1498708800000,16.55203958
1498716000000,16.85936481
1498723200000,19.74300051
1498730400000,20.2936845
1498780800000,23.0464221
1498788000000,21.3448569
1498795200000,23.12124722
1498802400000,24.19132328
1498809600000,19.54700905
1498816800000,24.13128599
1498867200000,23.95861181
1498874400000,22.30339447
1498881600000,16.04942245
1498888800000,17.88823664
1498896000000,16.85101609
1498903200000,21.03446045
1498953600000,19.09707183
1498960800000,18.48020601
1498968000000,21.52027081
1498975200000,19.06211457
1498982400000,19.48375873
1498989600000,24.2802999
1499040000000,20.68819446
1499047200000,23.73430872
1499054400000,18.00324024
1499061600000,20.63454172
1499068800000,24.33646494
1499076000000,15.45435895
1499126400000,18.36715464
1499133600000,18.00493341
1499140800000,17.83786848
1499148000000,19.3288408
1499155200000,15.71934371
1499162400000,24.51666955
1499212800000,17.157485
1499220000000,18.20709511
1499227200000,23.79375548
1499234400000,23.64467444
1499241600000,20.3477559
1499248800000,18.90708289
1499299200000,23.69474944
1499306400000,15.59689449
1499313600000,20.8992562
1499320800000,23.90084663
1499328000000,22.52275919
1499335200000,16.58654738
1499385600000,15.15939434
1499392800000,24.0238431
1499400000000,20.62492284
1499407200000,23.63279284
1499414400000,22.99414759
1499421600000,23.87593825
1499472000000,22.11941791
1499479200000,23.78905517
1499486400000,18.14333595
1499493600000,20.49786254
1499500800000,24.52388514
1499508000000,15.77049489
1499558400000,22.30782099
1499565600000,17.6354434
1499572800000,19.81246901
1499580000000,18.83689198
1499587200000,24.90741674
1499594400000,22.44495108
1499644800000,21.03263294
1499652000000,18.48446751
1499659200000,18.66118221
1499666400000,18.84639935
1499673600000,15.73206049
1499680800000,21.00993807
1499731200000,19.66715712
1499738400000,21.89767252
1499745600000,19.87758369
1499752800000,19.33236147
1499760000000,19.49649857
1499767200000,20.54085153
1499817600000,23.69222997
1499824800000,20.5930987
1499832000000,15.9673595
1499839200000,21.86313859
1499846400000,23.89310712
1499853600000,22.0014829
1499904000000,18.7267432
1499911200000,18.61828904
1499918400000,15.18200383
1499925600000,15.15355039
1499932800000,15.54396486
1499940000000,23.17047642
1499990400000,17.52220517
1499997600000,20.62345558
